"measurement_id","nodeName","nodeLabel","nodeTitle","Alt1RefId","Alt2RefId","Alt3RefId","nodeSpecies","NodeDataType","Pipeline"
"FFA.22.4._lipidomics","CIDm00002033","Adrenic acid","Adrenic acid : HMDB0002226","HMDB0002226","TWSWSIQAPQLDBP-DOFZRALJSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"FFA.22.5._lipidomics","CIDm00003145","Docosapentaenoic acid (22n-3)","Docosapentaenoic acid (22n-3) : HMDB0006528","HMDB0006528","YUFFSWGQGVEMMI-JLNKQSITSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"FFA.22.6._lipidomics","CIDm00003144","Docosahexaenoic acid","Docosahexaenoic acid : HMDB0002183","HMDB0002183","MBMBGCFOFBJSGT-KUBAVDMBSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"FFA.24.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"FFA.24.1._lipidomics","CIDm00065032","Nervonic acid","Nervonic acid : HMDB0002368","HMDB0002368","GWHCXVQVJPWHRF-KTKRTIGZSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"HCER.16.0._lipidomics","CIDm06321355","GlcCer(d18:1/16:0)","GlcCer(d18:1/16:0) : HMDB0004971","HMDB0004971","VJLLLMIZEJJZTE-NNTBDIJYSA-N","Glycosphingolipids","Metabolite","lipidomics","lipidomics"
"HCER.18.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"HCER.20.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"HCER.22.0._lipidomics","CIDm06321359","GlcCer(d18:1/22:0)","GlcCer(d18:1/22:0) : HMDB0004974","HMDB0004974","YIGARKIIFOHVPF-CNUVFPMCSA-N","Glycosphingolipids","Metabolite","lipidomics","lipidomics"
"HCER.22.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"HCER.24.0._lipidomics","CIDm05319015","GlcCer(d18:1/24:0)","GlcCer(d18:1/24:0) : HMDB0004978","HMDB0004978","POQRWMRXUOPCLD-AAAFHMTMSA-N","Glycosphingolipids","Metabolite","lipidomics","lipidomics"
"HCER.24.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LCER.16.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LCER.18.0._lipidomics","CIDm06450208","LacCer(d18:1/18:0)","LacCer(d18:1/18:0) : HMDB0011591","HMDB0011591","VOZHMDQUIRUFQW-LOTHNZFDSA-N","Glycosphingolipids","Metabolite","lipidomics","lipidomics"
"LCER.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LCER.22.0._lipidomics","CIDm20057277","LacCer(d18:1/22:0)","LacCer(d18:1/22:0) : HMDB0011594","HMDB0011594","QYWVASPEUXEHSY-NNRNTGNWSA-N","Glycosphingolipids","Metabolite","lipidomics","lipidomics"
"LCER.24.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LCER.24.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPC.14.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPC.15.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPC.16.0._lipidomics","CIDm00086554","LysoPC(16:0/0:0)","LysoPC(16:0/0:0) : HMDB0010382","HMDB0010382","ASWBNKHCZGQVJV-HSZRJFAPSA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"LPC.16.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPC.17.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPC.18.0._lipidomics","CIDm00086556","LysoPC(18:0/0:0)","LysoPC(18:0/0:0) : HMDB0010384","HMDB0010384","IHNKQIMGVNPMTC-RUZDIDTESA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"LPC.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPC.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPC.18.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPC.20.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPC.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPE.16.0._lipidomics","CIDm00089229","LysoPE(16:0/0:0)","LysoPE(16:0/0:0) : HMDB0011503","HMDB0011503","YVYMBNSKXOXSKW-HXUWFJFHSA-N","Glycerophosphoethanolamines","Metabolite","lipidomics","lipidomics"
"LPE.18.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPE.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPE.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPE.20.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"LPE.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.14.0.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.14.0.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.14.0.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.15.0.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.15.0.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.16.0.14.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.16.0.16.0._lipidomics","CIDm00006138","PC(16:0/16:0)","PC(16:0/16:0) : HMDB0000564","HMDB0000564","KILNVBDSWZSGLL-KXQOOQHDSA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"PC.16.0.16.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.16.0.18.0._lipidomics","CIDm00449006","PC(16:0/18:0)","PC(16:0/18:0) : HMDB0007970","HMDB0007970","PZNPLUBHRSSFHT-RRHRGVEJSA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"PC.16.0.18.1._lipidomics","CIDm00065167","PC(16:0/18:1(9Z))","PC(16:0/18:1(9Z)) : HMDB0007972","HMDB0007972","WTJKGGKOPKCXLL-VYOBOKEXSA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"PC.16.0.18.2._lipidomics","CIDm00122218","PC(16:0/18:2(9Z,12Z))","PC(16:0/18:2(9Z,12Z)) : HMDB0007973","HMDB0007973","JLPULHDHAOZNQI-ZTIMHPMXSA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"PC.16.0.18.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.16.0.20.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.16.0.20.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.16.0.20.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.16.0.20.4._lipidomics","CIDm00122290","PC(16:0/20:4(5Z,8Z,11Z,14Z))","PC(16:0/20:4(5Z,8Z,11Z,14Z)) : HMDB0007982","HMDB0007982","IIZPXYDJLKNOIY-JXPKJXOSSA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"PC.16.0.20.5._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.16.0.22.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.16.0.22.5._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.16.0.22.6._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.17.0.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.17.0.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.17.0.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.0.16.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.0.18.0._lipidomics","CIDm00065146","PC(18:0/18:0)","PC(18:0/18:0) : HMDB0008036","HMDB0008036","NRJAVPSFFCBXDT-HUESYALOSA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"PC.18.0.18.1._lipidomics","CIDm03033933","PC(18:0/18:1(9Z))","PC(18:0/18:1(9Z)) : HMDB0008038","HMDB0008038","ATHVAWFAEPLPPQ-VRDBWYNSSA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"PC.18.0.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.0.18.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.0.20.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.0.20.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.0.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.0.20.5._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.0.22.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.0.22.5._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.0.22.6._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.1.16.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.1.18.1._lipidomics","CIDm00094287","PC(18:1(9Z)/18:1(9Z))","PC(18:1(9Z)/18:1(9Z)) : HMDB0000593","HMDB0000593","SNKAWJBJQDLSFF-NVKMUCNASA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"PC.18.1.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.1.18.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.1.20.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.1.20.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.1.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.1.20.5._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.1.22.5._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.1.22.6._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.2.16.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.2.18.2._lipidomics","CIDm00102535","PC(18:2(9Z,12Z)/18:2(9Z,12Z))","PC(18:2(9Z,12Z)/18:2(9Z,12Z)) : HMDB0008138","HMDB0008138","FVXDQWZBHIXIEJ-LNDKUQBDSA-N","Glycerophosphocholines","Metabolite","lipidomics","lipidomics"
"PC.18.2.20.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.18.2.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.20.0.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PC.20.0.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.16.0.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.16.0.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.16.0.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.16.0.22.6._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.18.0.18.0._lipidomics","CIDm00102547","PE(18:0/18:0)","PE(18:0/18:0) : HMDB0008991","HMDB0008991","LVNGJLRDBYCPGB-LDLOPFEMSA-N","Glycerophosphoethanolamines","Metabolite","lipidomics","lipidomics"
"PE.18.0.18.1._lipidomics","CIDm09546734","PE(18:0/18:1(9Z))","PE(18:0/18:1(9Z)) : HMDB0008993","HMDB0008993","JQKOHRZNEOQNJE-DJEJVYNPSA-N","Glycerophosphoethanolamines","Metabolite","lipidomics","lipidomics"
"PE.18.0.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.18.0.20.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.18.0.20.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.18.0.20.4._lipidomics","CIDm05289133","PE(18:0/20:4(5Z,8Z,11Z,14Z))","PE(18:0/20:4(5Z,8Z,11Z,14Z)) : HMDB0009003","HMDB0009003","ANRKEHNWXKCXDB-BHFWLYLHSA-N","Glycerophosphoethanolamines","Metabolite","lipidomics","lipidomics"
"PE.18.0.22.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.18.0.22.6._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.18.1.18.1._lipidomics","CIDm00108229","PE(18:1(9Z)/18:1(9Z))","PE(18:1(9Z)/18:1(9Z)) : HMDB0009059","HMDB0009059","MWRBNPKJOOWZPW-NYVOMTAGSA-N","Glycerophosphoethanolamines","Metabolite","lipidomics","lipidomics"
"PE.18.1.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.18.1.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.O.16.0.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.O.18.0.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.O.18.0.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.O.18.0.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.16.0.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.16.0.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.16.0.20.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.16.0.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.16.0.22.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.16.0.22.6._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.0.16.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.0.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.0.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.0.20.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.0.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.0.22.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.0.22.6._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.1.16.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.1.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.1.18.2._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.1.20.3._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.1.20.4._lipidomics",,,,,,,,"lipidomics","lipidomics"
"PE.P.18.1.22.6._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.14.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.16.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.18.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.18.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.20.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.20.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.22.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.22.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.24.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.24.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.26.0._lipidomics",,,,,,,,"lipidomics","lipidomics"
"SM.26.1._lipidomics",,,,,,,,"lipidomics","lipidomics"
"TAG36.0.FA12.0_lipidomics","CIDm00003893","Dodecanoic acid","Dodecanoic acid : HMDB0000638","HMDB0000638","POULHZVOKOAJMA-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"TAG40.0.FA16.0_lipidomics","CIDm00000985","Palmitic acid","Palmitic acid : HMDB0000220","HMDB0000220","IPCSVZSSVZVIGE-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"TAG42.0.FA14.0_lipidomics","CIDm00011005","Myristic acid","Myristic acid : HMDB0000806","HMDB0000806","TUNFSRHWOTWDNC-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"TAG42.0.FA16.0_lipidomics","CIDm00000985","Palmitic acid","Palmitic acid : HMDB0000220","HMDB0000220","IPCSVZSSVZVIGE-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"TAG42.1.FA16.0_lipidomics","CIDm00000985","Palmitic acid","Palmitic acid : HMDB0000220","HMDB0000220","IPCSVZSSVZVIGE-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"TAG42.1.FA18.1_lipidomics","CIDm00000965","Oleic acid","Oleic acid : HMDB0000207","HMDB0000207","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"TAG44.0.FA12.0_lipidomics","CIDm00003893","Dodecanoic acid","Dodecanoic acid : HMDB0000638","HMDB0000638","POULHZVOKOAJMA-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"TAG44.0.FA14.0_lipidomics","CIDm00011005","Myristic acid","Myristic acid : HMDB0000806","HMDB0000806","TUNFSRHWOTWDNC-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"TAG44.0.FA16.0_lipidomics","CIDm00000985","Palmitic acid","Palmitic acid : HMDB0000220","HMDB0000220","IPCSVZSSVZVIGE-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"TAG44.0.FA18.0_lipidomics","CIDm00005281","Stearic acid","Stearic acid : HMDB0000827","HMDB0000827","QIQXTHQIDYTFRH-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
"TAG44.1.FA12.0_lipidomics","CIDm00003893","Dodecanoic acid","Dodecanoic acid : HMDB0000638","HMDB0000638","POULHZVOKOAJMA-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","lipidomics","lipidomics"
