"measurement_id","nodeName","nodeLabel","nodeTitle","Alt1RefId","Alt2RefId","Alt3RefId","nodeSpecies","NodeDataType","Pipeline"
"L.Aspartic.acid_metabolomics","CIDm00000424","L-Aspartic acid","L-Aspartic acid : HMDB0000191","HMDB0000191","CKLJMWTZIZZHCS-REOHCLBHSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"X2.Keto.glutaramic.acid_metabolomics","CIDm00000048","2-Keto-glutaramic acid","2-Keto-glutaramic acid : HMDB0001552","HMDB0001552","COJBGNAUUSNXHX-UHFFFAOYSA-N","Short-chain keto acids and derivatives","Metabolite","metabolomics","metabolomics"
"L.Glutamine_metabolomics","CIDm00000738","L-Glutamine","L-Glutamine : HMDB0000641","HMDB0000641","ZDXPYRJPNDTMRX-VKHMYHEASA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"L.Glutamic.acid_metabolomics","CIDm00000611","L-Glutamic acid","L-Glutamic acid : HMDB0000148","HMDB0000148","WHUUTDBJXJRKMK-VKHMYHEASA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"N.Acetylserine_metabolomics","CIDm00065249","N-Acetylserine","N-Acetylserine : HMDB0002931","HMDB0002931","JJIHLJJYMXLCOY-BYPYZUCNSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"S.Methylcysteine.sulfoxide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"L.Histidine_metabolomics","CIDm00000773","L-Histidine","L-Histidine : HMDB0000177","HMDB0000177","HNDVDQJCIGZPNO-YFKPBYRVSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Aminoadipic.acid_metabolomics","CIDm00000469","Aminoadipic acid","Aminoadipic acid : HMDB0000510","HMDB0000510","OYIFNHCXNCRBQI-BYPYZUCNSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Phenylpyruvic.acid_metabolomics","CIDm00000997","Phenylpyruvic acid","Phenylpyruvic acid : HMDB0000205","HMDB0000205","BTNMPGBKDVTSJY-UHFFFAOYSA-N","Phenylpyruvic acid derivatives","Metabolite","metabolomics","metabolomics"
"Homocysteinesulfinic.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"X3.Methylhistidine_metabolomics","CIDm00064969","3-Methylhistidine","3-Methylhistidine : HMDB0000479","HMDB0000479","JDHILDINMRGULE-LURJTMIESA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Indoleacetic.acid_metabolomics","CIDm00000801","Indoleacetic acid","Indoleacetic acid : HMDB0000197","HMDB0000197","SEOVTRFCIGRIMH-UHFFFAOYSA-N","Indolyl carboxylic acids and derivatives","Metabolite","metabolomics","metabolomics"
"Citrulline_metabolomics","CIDm00000833","Citrulline","Citrulline : HMDB0000904","HMDB0000904","RHGKLRLOHDJJDR-BYPYZUCNSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"N.formylmethionine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Cysteinylglycine_metabolomics","CIDm00065270","Cysteinylglycine","Cysteinylglycine : HMDB0000078","HMDB0000078","ZUKPVRWZDMRIEO-VKHMYHEASA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Hydroxyphenyllactic.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"N.Acetylglutamine_metabolomics","CIDm00025560","N-Acetylglutamine","N-Acetylglutamine : HMDB0006029","HMDB0006029","KSMRODHGGIIXDV-YFKPBYRVSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"X3.Indolepropionic.acid..IPA._metabolomics","CIDm00003744","Indole-3-propionic acid","Indole-3-propionic acid : HMDB0002302","HMDB0002302","GOLXRNDWAUTYKT-UHFFFAOYSA-N","Indolyl carboxylic acids and derivatives","Metabolite","metabolomics","metabolomics"
"N.Acetyl.L.methionine_metabolomics","CIDm00006180","N-Acetyl-L-methionine","N-Acetyl-L-methionine : HMDB0011745","HMDB0011745","XUYPXLNMDZIRQH-LURJTMIESA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Indolelactic.acid_metabolomics","CIDm00092904","Indolelactic acid","Indolelactic acid : HMDB0000671","HMDB0000671","XGILAAMKEQUXLS-JTQLQIEISA-N","Indolyl carboxylic acids and derivatives","Metabolite","metabolomics","metabolomics"
"X3.indoxyl.sulfate_metabolomics","CIDm00010258","Indoxyl sulfate","Indoxyl sulfate : HMDB0000682","HMDB0000682","BXFFHSIDQOFMLE-UHFFFAOYSA-N","Arylsulfates","Metabolite","metabolomics","metabolomics"
"N.a.Acetylcitrulline_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Dopamine.3.O.sulfate_metabolomics","CIDm00122136","Dopamine 3-O-sulfate","Dopamine 3-O-sulfate : HMDB0006275","HMDB0006275","NZKRYJGNYPYXJZ-UHFFFAOYSA-N","Arylsulfates","Metabolite","metabolomics","metabolomics"
"L.Formylkynurenine_metabolomics","CIDm00000910","L-Formylkynurenine","L-Formylkynurenine : HMDB0060485","HMDB0060485","BYHJHXPTQMMKCA-QMMMGPOBSA-N","Carbonyl compounds","Metabolite","metabolomics","metabolomics"
"L.Cystine_metabolomics","CIDm00000595","L-Cystine","L-Cystine : HMDB0000192","HMDB0000192","LEVWYRKDKASIDU-IMJSIDKUSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Dihydroxyphenylglycol.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"L.Cysteinylglycine.disulfide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Beta.Citryl.L.glutamic.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"N..1.Deoxy.1.fructosyl.tyrosine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Dityrosine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Cysteineglutathione.disulfide_metabolomics","CIDm04247235","Cysteineglutathione disulfide","Cysteineglutathione disulfide : HMDB0000656","HMDB0000656","BNRXZEPOHPEEAS-PPSBICQBSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Glycine_metabolomics","CIDm00000750","Glycine","Glycine : HMDB0000123","HMDB0000123","DHMQDGOQFOQNFH-UHFFFAOYSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"L.Alanine_metabolomics","CIDm00000602","L-Alanine","L-Alanine : HMDB0000161","HMDB0000161","QNAYBMKLOCPYGJ-REOHCLBHSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"L.a.Hydroxyisovaleric.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"X4.methyl.2.oxopentanoate.3.Methyl.2.oxovaleric.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"X.S......2.Hydroxyisocaproic.acid._metabolomics","CIDm00083697","Hydroxyisocaproic acid","Hydroxyisocaproic acid : HMDB0000746","HMDB0000746","LVRFTAZAXQPQHI-YFKPBYRVSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"Phenyllactate..PLA._metabolomics","CIDm00003848","Phenyllactic acid","Phenyllactic acid : HMDB0000779","HMDB0000779","VOXXWSYKYCBWHO-UHFFFAOYSA-N","","Metabolite","metabolomics","metabolomics"
"N.Acetylleucine.N.Acetylisoleucine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Phenol.sulphate_metabolomics","CIDm00074426","Phenol sulphate","Phenol sulphate : HMDB0060015","HMDB0060015","CTYRPMDGLDAWRQ-UHFFFAOYSA-N","Arylsulfates","Metabolite","metabolomics","metabolomics"
"p.Cresol.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Kynurenic.acid_metabolomics","CIDm00003845","Kynurenic acid","Kynurenic acid : HMDB0000715","HMDB0000715","HCZHHEIFKROPDY-UHFFFAOYSA-N","Quinoline carboxylic acids","Metabolite","metabolomics","metabolomics"
"N.Acetyl.L.phenylalanine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"p.Cresol.glucuronide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Creatinine_metabolomics","CIDm00000588","Creatinine","Creatinine : HMDB0000562","HMDB0000562","DDRJAANPRJIHGJ-UHFFFAOYSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"L.Proline_metabolomics","CIDm00000614","L-Proline","L-Proline : HMDB0000162","HMDB0000162","ONIBWKKTOPOVIA-BYPYZUCNSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Betaine_metabolomics","CIDm00000247","Betaine","Betaine : HMDB0000043","HMDB0000043","KWIUHFFTVRNATP-UHFFFAOYSA-O","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"N.methylproline_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Pipecolic.acid_metabolomics","CIDm00000849","Pipecolic acid","Pipecolic acid : HMDB0000070","HMDB0000070","HXEACLLIILLPRG-UHFFFAOYSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"X4.HydroxyProline_metabolomics","CIDm00000825","4-Hydroxyproline","4-Hydroxyproline : HMDB0000725","HMDB0000725","PMMYEEVYMWASQN-DMTCNVIQSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Creatine_metabolomics","CIDm00000586","Creatine","Creatine : HMDB0000064","HMDB0000064","CVSVTCORWBXHQV-UHFFFAOYSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Ornithine_metabolomics","CIDm00000389","D-Ornithine","D-Ornithine : HMDB0003374","HMDB0003374","AHLPHDHHMVZTML-SCSAIBSYSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Methylimidazoleacetic.acid_metabolomics","CIDm00075810","Methylimidazoleacetic acid","Methylimidazoleacetic acid : HMDB0002820","HMDB0002820","ZHCKPJGJQOPTLB-UHFFFAOYSA-N","Imidazoles","Metabolite","metabolomics","metabolomics"
"Butyrylglycine.Isobutyrylglycine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"L.Lysine_metabolomics","CIDm00000866","L-Lysine","L-Lysine : HMDB0000182","HMDB0000182","KDXKERNSBIXSRK-YFKPBYRVSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"L.Methionine_metabolomics","CIDm00000876","L-Methionine","L-Methionine : HMDB0000696","HMDB0000696","FFEARJCKVFRZRR-BYPYZUCNSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Imidazolelactic.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Ne.Methyl.Lysine_metabolomics","CIDm00164795","N(6)-Methyllysine","N(6)-Methyllysine : HMDB0002038","HMDB0002038","PQNASZJZHFPQLE-LURJTMIESA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Methionine.sulfoxide_metabolomics","CIDm00000847","Methionine sulfoxide","Methionine sulfoxide : HMDB0002005","HMDB0002005","QEFRNWWLZKMPFJ-YGVKFDHGSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"L.Phenylalanine_metabolomics","CIDm00000994","L-Phenylalanine","L-Phenylalanine : HMDB0000159","HMDB0000159","COLNVLDHVKWLRT-QMMMGPOBSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"X1.Methylhistidine_metabolomics","CIDm00092105","1-Methylhistidine","1-Methylhistidine : HMDB0000001","HMDB0000001","BRMWTNUJHUMWMS-LURJTMIESA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"X2.Oxoarginine_metabolomics","CIDm00000558","2-Oxoarginine","2-Oxoarginine : HMDB0004225","HMDB0004225","ARBHXJXXVVHMET-UHFFFAOYSA-N","Short-chain keto acids and derivatives","Metabolite","metabolomics","metabolomics"
"L.Arginine_metabolomics","CIDm00000232","L-Arginine","L-Arginine : HMDB0000517","HMDB0000517","ODKSFYDXXFIFQN-BYPYZUCNSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Methionine.sulfone_metabolomics",,,,,,,,"metabolomics","metabolomics"
"L.Tyrosine_metabolomics","CIDm00001153","L-Tyrosine","L-Tyrosine : HMDB0000158","HMDB0000158","OUYCCCASQSFEME-QMMMGPOBSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"N6.Acetyl.L.lysine_metabolomics","CIDm00092832","N6-Acetyl-L-lysine","N6-Acetyl-L-lysine : HMDB0000206","HMDB0000206","DTERQYGMUDWYAZ-ZETCQYMHSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Homoarginine_metabolomics","CIDm00003625","Homo-L-arginine","Homo-L-arginine : HMDB0000670","HMDB0000670","QUOGESRFPZDMMT-YFKPBYRVSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"N6.N6.N6.Trimethyl.L.lysine_metabolomics","CIDm00115146","N6,N6,N6-Trimethyl-L-lysine","N6,N6,N6-Trimethyl-L-lysine : HMDB0001325","HMDB0001325","MXNRLFUSFKVQSK-QMMMGPOBSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"N.Acetylhistidine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Symmetric.dimethylarginine_metabolomics","CIDm00000501","Asymmetric dimethylarginine","Asymmetric dimethylarginine : HMDB0001539","HMDB0001539","YDGMGEXADBMOMJ-LURJTMIESA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"L.Tryptophan_metabolomics","CIDm00001148","L-Tryptophan","L-Tryptophan : HMDB0000929","HMDB0000929","QIVBCDIJIAJPQS-VIFPVBQESA-N","Indolyl carboxylic acids and derivatives","Metabolite","metabolomics","metabolomics"
"L.Kynurenine_metabolomics","CIDm00000846","L-Kynurenine","L-Kynurenine : HMDB0000684","HMDB0000684","YGPSJZOEDVAXAB-QMMMGPOBSA-N","Carbonyl compounds","Metabolite","metabolomics","metabolomics"
"Phosphocreatine_metabolomics","CIDm00000587","Phosphocreatine","Phosphocreatine : HMDB0001511","HMDB0001511","DRBBFCLWYRJSJZ-UHFFFAOYSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"N.acetyl.methylhistidine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"pro.hydroxy.pro_metabolomics",,,,,,,,"metabolomics","metabolomics"
"N2..Carboxyethyl..L.Arginine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Tryptophan.betaine.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Tryptophan.betaine.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Prolylphenylalanine_metabolomics","CIDm01770052","Prolylphenylalanine","Prolylphenylalanine : HMDB0011179","HMDB0011179","IWIANZLCJVYEFX-RYUDHWBXSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Acetylcarnosine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"N..1.Deoxy.1.fructosyl.valine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"N..1.Deoxy.1.fructosyl.leucine.N..1.Deoxy.1.fructosyl.isoleucine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Fructoselysine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"N..1.Deoxy.1.fructosyl.methionine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Galactosylhydroxylysine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"N..1.Deoxy.1.fructosyl.phenylalanine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"N2.Fructopyranosylarginine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C.glycosyltryptophan_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Glucosylgalactosyl.hydroxylysine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Thyroxine_metabolomics","CIDm00000853","Thyroxine","Thyroxine : HMDB0000248","HMDB0000248","XUIIKFGFIJCVMT-LBPRGKRZSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Glyceric.acid_metabolomics","CIDm00000752","Glyceric acid","Glyceric acid : HMDB0000139","HMDB0000139","RBNPOMFGQQGHHO-UWTATZPHSA-N","Carbohydrates and carbohydrate conjugates","Metabolite","metabolomics","metabolomics"
"Glutaconic.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Erythronic.acid.Threonic.acid.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Erythronic.acid.Threonic.acid.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Arabitol...Xylitol_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Arabonate...Xylonate.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Arabonate...Xylonate.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Arabonate...Xylonate.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Hexose.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Hexose.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Glucose.Galactose_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Glycerate.2.phosphate_metabolomics","CIDm00000059","2-Phosphoglyceric acid","2-Phosphoglyceric acid : HMDB0000362","HMDB0000362","GXIURPTVHJPJLF-UHFFFAOYSA-N","Carbohydrates and carbohydrate conjugates","Metabolite","metabolomics","metabolomics"
"D.Glucuronic.acid_metabolomics","CIDm00000610","D-Glucuronic acid","D-Glucuronic acid : HMDB0000127","HMDB0000127","AEMOLEFTQBMNLQ-WAXACMCWSA-N","Carbohydrates and carbohydrate conjugates","Metabolite","metabolomics","metabolomics"
"Gluconic.acid_metabolomics","CIDm00000604","Gluconic acid","Gluconic acid : HMDB0000625","HMDB0000625","RGHNJXZEOKUKBD-SQOUGZDYSA-N","Carbohydrates and carbohydrate conjugates","Metabolite","metabolomics","metabolomics"
"Glucaric.acid_metabolomics","CIDm00000607","Glucaric acid","Glucaric acid : HMDB0000663","HMDB0000663","DSLZVSRJTYRBFB-LLEIAEIESA-N","Carbohydrates and carbohydrate conjugates","Metabolite","metabolomics","metabolomics"
"X1.5.anhydroglucitol..1.5.AG._metabolomics","CIDm00064960","1,5-Anhydrosorbitol","1,5-Anhydrosorbitol : HMDB0002712","HMDB0002712","MPCAJMNYNOGXPB-SLPGGIOYSA-N","Carbohydrates and carbohydrate conjugates","Metabolite","metabolomics","metabolomics"
"Glucosyl.glycerol_metabolomics","CIDm00193395","Galactosylglycerol","Galactosylglycerol : HMDB0006790","HMDB0006790","NHJUPBDCSOGIKX-VGPGGAHRSA-N","Glycosylglycerols","Metabolite","metabolomics","metabolomics"
"N.Acetylglucosamine.6.sulfate_metabolomics","CIDm00440235","N-Acetylglucosamine 6-sulfate","N-Acetylglucosamine 6-sulfate : HMDB0000814","HMDB0000814","WJFVEEAIYIOATH-FMDGEEDCSA-N","Carbohydrates and carbohydrate conjugates","Metabolite","metabolomics","metabolomics"
"Pyruvic.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"L.Lactic.acid_metabolomics","CIDm00000612","L-Lactic acid","L-Lactic acid : HMDB0000190","HMDB0000190","JVTAAEKCZFNVCJ-REOHCLBHSA-N","Alpha hydroxy acids and derivatives","Metabolite","metabolomics","metabolomics"
"Glucosamine.Galactosamine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Pantothenic.acid.2._metabolomics","CIDm00000988","Pantothenic acid","Pantothenic acid : HMDB0000210","HMDB0000210","GHOKWGTUZJEAQD-ZETCQYMHSA-N","Alcohols and polyols","Metabolite","metabolomics","metabolomics"
"Pantothenic.acid.1._metabolomics","CIDm00000988","Pantothenic acid","Pantothenic acid : HMDB0000210","HMDB0000210","GHOKWGTUZJEAQD-ZETCQYMHSA-N","Alcohols and polyols","Metabolite","metabolomics","metabolomics"
"gamma.CEHC.glucuronide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Oxalate..ethanedioate._metabolomics","CIDm00000971","Oxalic acid","Oxalic acid : HMDB0002329","HMDB0002329","MUBZPKHOEPUJKR-UHFFFAOYSA-N","Dicarboxylic acids and derivatives","Metabolite","metabolomics","metabolomics"
"Pyridoxic.acid_metabolomics","CIDm00006723","4-Pyridoxic acid","4-Pyridoxic acid : HMDB0000017","HMDB0000017","HXACOUQIXZGNBF-UHFFFAOYSA-N","Pyridinecarboxylic acids and derivatives","Metabolite","metabolomics","metabolomics"
"gamma.CEHC_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Trigonelline...N..methylnicotinate._metabolomics",,,,,,,,"metabolomics","metabolomics"
"X1..beta.D.Ribofuranosyl..1.4.dihydronicotinamide._metabolomics","CIDm11507134","1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide","1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide : HMDB0011648","HMDB0011648","MAKBMGXNXXXBFE-TURQNECASA-N","Carbohydrates and carbohydrate conjugates","Metabolite","metabolomics","metabolomics"
"Bilirubin_metabolomics","CIDm00000250","Bilirubin","Bilirubin : HMDB0000054","HMDB0000054","BPYKTIZUTYGOLE-IFADSCNNSA-N","Bilirubins","Metabolite","metabolomics","metabolomics"
"Nicotinamide_metabolomics","CIDm00000936","Niacinamide","Niacinamide : HMDB0001406","HMDB0001406","DFPAKSUCGFBDDF-UHFFFAOYSA-N","Pyridinecarboxylic acids and derivatives","Metabolite","metabolomics","metabolomics"
"N1.Methyl.2.pyridone.5.carboxamide_metabolomics","CIDm00069698","N1-Methyl-2-pyridone-5-carboxamide","N1-Methyl-2-pyridone-5-carboxamide : HMDB0004193","HMDB0004193","JLQSXXWTCJPCBC-UHFFFAOYSA-N","Pyridinecarboxylic acids and derivatives","Metabolite","metabolomics","metabolomics"
"Retinol..Vitamin.A._metabolomics","CIDm00001071","Vitamin A","Vitamin A : HMDB0000305","HMDB0000305","FPIPGXGPPPQFEQ-OVSJKPMPSA-N","Retinoids","Metabolite","metabolomics","metabolomics"
"Biliverdin_metabolomics",,,,,,,,"metabolomics","metabolomics"
"L.Malic.acid_metabolomics","CIDm00000525","Malic acid","Malic acid : HMDB0000156","HMDB0000156","BJEPYKJPYRNKOW-REOHCLBHSA-N","Beta hydroxy acids and derivatives","Metabolite","metabolomics","metabolomics"
"alpha.Ketoglutaric.acid_metabolomics","CIDm00000051","Oxoglutaric acid","Oxoglutaric acid : HMDB0000208","HMDB0000208","KPGXRSRHYNQIFN-UHFFFAOYSA-N","Gamma-keto acids and derivatives","Metabolite","metabolomics","metabolomics"
"Citric.acid_metabolomics","CIDm00000311","Citric acid","Citric acid : HMDB0000094","HMDB0000094","KRKNYBCHXYNGOX-UHFFFAOYSA-N","Tricarboxylic acids and derivatives","Metabolite","metabolomics","metabolomics"
"Butyric.acid.Isobutyric.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"X4.hydroxy.2.oxo.glutaric.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"X3.hydroxy.3.methylglutarate_metabolomics","CIDm00001662","3-Hydroxymethylglutaric acid","3-Hydroxymethylglutaric acid : HMDB0000355","HMDB0000355","NPOAOTPXWNWTSH-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"sn.glycero.3.Phosphoethanolamine_metabolomics","CIDm00123874","Glycerylphosphorylethanolamine","Glycerylphosphorylethanolamine : HMDB0000114","HMDB0000114","JZNWSCPGTDBMEW-UHFFFAOYSA-N","Glycerophosphoethanolamines","Metabolite","metabolomics","metabolomics"
"Androstenediol..3beta.17beta..disulfate_metabolomics","CIDm00010634","5-Androstenediol","5-Androstenediol : HMDB0003818","HMDB0003818","QADHLRWLCPCEKT-LOVVWNRFSA-N","Androstane steroids","Metabolite","metabolomics","metabolomics"
"C18.2.FA..Linoleic.acid._metabolomics","CIDm00003931","Linoleic acid","Linoleic acid : HMDB0000673","HMDB0000673","OYHQOLUKZRVURQ-HZJYTTRNSA-N","Lineolic acids and derivatives","Metabolite","metabolomics","metabolomics"
"C18.1.FA..Oleic.acid._metabolomics","CIDm00000965","Oleic acid","Oleic acid : HMDB0000207","HMDB0000207","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"Sulfolithocholylglycine_metabolomics","CIDm00072222","Sulfolithocholylglycine","Sulfolithocholylglycine : HMDB0002639","HMDB0002639","FHXBAFXQVZOILS-OETIFKLTSA-N","Bile acids, alcohols and derivatives","Metabolite","metabolomics","metabolomics"
"Glycochenodeoxycholate.3.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
