"measurement_id","nodeName","nodeLabel","nodeTitle","Alt1RefId","Alt2RefId","Alt3RefId","nodeSpecies","NodeDataType","Pipeline"
"ENSG00000001497.16_RNAseq","ENST00000374811","LAS1L","LAS1L [ENST00000374811]","LAS1L","ENST00000374811","ENSG00000001497","RNA","RNAseq","transcriptomics"
"ENSG00000001561.6_RNAseq","ENST00000321037","ENPP4","ENPP4 [ENST00000321037]","ENPP4","ENST00000321037","ENSG00000001561","RNA","RNAseq","transcriptomics"
"ENSG00000001629.9_RNAseq","ENST00000265742","ANKIB1","ANKIB1 [ENST00000265742]","ANKIB1","ENST00000265742","ENSG00000001629","RNA","RNAseq","transcriptomics"
"ENSG00000001630.15_RNAseq","ENST00000003100","CYP51A1","CYP51A1 [ENST00000003100]","CYP51A1","ENST00000003100","ENSG00000001630","RNA","RNAseq","transcriptomics"
"ENSG00000001631.15_RNAseq","ENST00000340022,ENST00000394507","KRIT1","KRIT1 [ENST00000340022],KRIT1 [ENST00000394507]","KRIT1","ENST00000340022,ENST00000394507","ENSG00000001631","RNA","RNAseq","transcriptomics"
"ENSG00000002016.17_RNAseq","ENST00000358495","RAD52","RAD52 [ENST00000358495]","RAD52","ENST00000358495","ENSG00000002016","RNA","RNAseq","transcriptomics"
"ENSG00000002330.13_RNAseq","ENST00000309032,ENST00000394532","BAD","BAD [ENST00000309032],BAD [ENST00000394532]","BAD","ENST00000309032,ENST00000394532","ENSG00000002330","RNA","RNAseq","transcriptomics"
"ENSG00000002549.12_RNAseq","ENST00000226299","LAP3","LAP3 [ENST00000226299]","LAP3","ENST00000226299","ENSG00000002549","RNA","RNAseq","transcriptomics"
"ENSG00000002586.19_RNAseq","ENST00000381192","CD99","CD99 [ENST00000381192]","CD99","ENST00000381192","ENSG00000002586","RNA","RNAseq","transcriptomics"
"ENSG00000002586.19_PAR_Y_RNAseq","ENST00000381192","CD99","CD99 [ENST00000381192]","CD99","ENST00000381192","ENSG00000002586","RNA","RNAseq","transcriptomics"
"ENSG00000002587.9_RNAseq","ENST00000002596","HS3ST1","HS3ST1 [ENST00000002596]","HS3ST1","ENST00000002596","ENSG00000002587","RNA","RNAseq","transcriptomics"
"ENSG00000002745.12_RNAseq","ENST00000222462","WNT16","WNT16 [ENST00000222462]","WNT16","ENST00000222462","ENSG00000002745","RNA","RNAseq","transcriptomics"
"ENSG00000002822.15_RNAseq","ENST00000265854,ENST00000406869","MAD1L1","MAD1L1 [ENST00000265854],MAD1L1 [ENST00000406869]","MAD1L1","ENST00000265854,ENST00000406869","ENSG00000002822","RNA","RNAseq","transcriptomics"
"ENSG00000002834.17_RNAseq","ENST00000318008","LASP1","LASP1 [ENST00000318008]","LASP1","ENST00000318008","ENSG00000002834","RNA","RNAseq","transcriptomics"
"ENSG00000002919.14_RNAseq","ENST00000359238,ENST00000393405","SNX11","SNX11 [ENST00000359238],SNX11 [ENST00000393405]","SNX11","ENST00000359238,ENST00000393405","ENSG00000002919","RNA","RNAseq","transcriptomics"
"ENSG00000002933.7_RNAseq","ENST00000004103,ENST00000484928","TMEM176A","TMEM176A [ENST00000004103],TMEM176A [ENST00000484928]","TMEM176A","ENST00000004103,ENST00000484928","ENSG00000002933","RNA","RNAseq","transcriptomics"
"ENSG00000003056.7_RNAseq","ENST00000000412","M6PR","M6PR [ENST00000000412]","M6PR","ENST00000000412","ENSG00000003056","RNA","RNAseq","transcriptomics"
"ENSG00000003096.14_RNAseq","ENST00000469946","KLHL13","KLHL13 [ENST00000469946]","KLHL13","ENST00000469946","ENSG00000003096","RNA","RNAseq","transcriptomics"
"ENSG00000003147.17_RNAseq","ENST00000422063","ICA1","ICA1 [ENST00000422063]","ICA1","ENST00000422063","ENSG00000003147","RNA","RNAseq","transcriptomics"
"ENSG00000003249.13_RNAseq","ENST00000002501,ENST00000304733,ENST00000392973,ENST00000568330,ENST00000568662,ENST00000568838","DBNDD1","DBNDD1 [ENST00000002501],DBNDD1 [ENST00000304733],DBNDD1 [ENST00000392973],DBNDD1 [ENST00000568330],DBNDD1 [ENST00000568662],DBNDD1 [ENST00000568838]","DBNDD1","ENST00000002501,ENST00000304733,ENST00000392973,ENST00000568330,ENST00000568662,ENST00000568838","ENSG00000003249","RNA","RNAseq","transcriptomics"
"ENSG00000003393.14_RNAseq","ENST00000264276","ALS2","ALS2 [ENST00000264276]","ALS2","ENST00000264276","ENSG00000003393","RNA","RNAseq","transcriptomics"
"ENSG00000003400.14_RNAseq","ENST00000286186","CASP10","CASP10 [ENST00000286186]","CASP10","ENST00000286186","ENSG00000003400","RNA","RNAseq","transcriptomics"
"ENSG00000003402.19_RNAseq","ENST00000309955","CFLAR","CFLAR [ENST00000309955]","CFLAR","ENST00000309955","ENSG00000003402","RNA","RNAseq","transcriptomics"
"ENSG00000003436.15_RNAseq","ENST00000233156","TFPI","TFPI [ENST00000233156]","TFPI","ENST00000233156","ENSG00000003436","RNA","RNAseq","transcriptomics"
"ENSG00000003509.15_RNAseq","ENST00000002125","NDUFAF7","NDUFAF7 [ENST00000002125]","NDUFAF7","ENST00000002125","ENSG00000003509","RNA","RNAseq","transcriptomics"
"ENSG00000003756.16_RNAseq","ENST00000347869","RBM5","RBM5 [ENST00000347869]","RBM5","ENST00000347869","ENSG00000003756","RNA","RNAseq","transcriptomics"
"ENSG00000004059.10_RNAseq","ENST00000000233","ARF5","ARF5 [ENST00000000233]","ARF5","ENST00000000233","ENSG00000004059","RNA","RNAseq","transcriptomics"
"ENSG00000004139.13_RNAseq","ENST00000585482","SARM1","SARM1 [ENST00000585482]","SARM1","ENST00000585482","ENSG00000004139","RNA","RNAseq","transcriptomics"
"ENSG00000004142.11_RNAseq","ENST00000540200","POLDIP2","POLDIP2 [ENST00000540200]","POLDIP2","ENST00000540200","ENSG00000004142","RNA","RNAseq","transcriptomics"
"ENSG00000004399.12_RNAseq","ENST00000324093","PLXND1","PLXND1 [ENST00000324093]","PLXND1","ENST00000324093","ENSG00000004399","RNA","RNAseq","transcriptomics"
"ENSG00000004455.16_RNAseq","ENST00000354858,ENST00000672715","AK2","AK2 [ENST00000354858],AK2 [ENST00000672715]","AK2","ENST00000354858,ENST00000672715","ENSG00000004455","RNA","RNAseq","transcriptomics"
"ENSG00000004468.12_RNAseq","ENST00000226279","CD38","CD38 [ENST00000226279]","CD38","ENST00000226279","ENSG00000004468","RNA","RNAseq","transcriptomics"
"ENSG00000004478.7_RNAseq","ENST00000001008","FKBP4","FKBP4 [ENST00000001008]","FKBP4","ENST00000001008","ENSG00000004478","RNA","RNAseq","transcriptomics"
"ENSG00000004487.16_RNAseq","ENST00000400181","KDM1A","KDM1A [ENST00000400181]","KDM1A","ENST00000400181","ENSG00000004487","RNA","RNAseq","transcriptomics"
"ENSG00000004534.14_RNAseq","ENST00000266022,ENST00000419610,ENST00000421682,ENST00000422955,ENST00000425608,ENST00000433811,ENST00000434592,ENST00000438912,ENST00000441115,ENST00000442092,ENST00000443081,ENST00000446471,ENST00000454079,ENST00000464013,ENST00000466247,ENST00000478026,ENST00000483350,ENST00000488807,ENST00000491874,ENST00000493652","RBM6","RBM6 [ENST00000266022],RBM6 [ENST00000419610],RBM6 [ENST00000421682],RBM6 [ENST00000422955],RBM6 [ENST00000425608],RBM6 [ENST00000433811],RBM6 [ENST00000434592],RBM6 [ENST00000438912],RBM6 [ENST00000441115],RBM6 [ENST00000442092],RBM6 [ENST00000443081],RBM6 [ENST00000446471],RBM6 [ENST00000454079],RBM6 [ENST00000464013],RBM6 [ENST00000466247],RBM6 [ENST00000478026],RBM6 [ENST00000483350],RBM6 [ENST00000488807],RBM6 [ENST00000491874],RBM6 [ENST00000493652]","RBM6","ENST00000266022,ENST00000419610,ENST00000421682,ENST00000422955,ENST00000425608,ENST00000433811,ENST00000434592,ENST00000438912,ENST00000441115,ENST00000442092,ENST00000443081,ENST00000446471,ENST00000454079,ENST00000464013,ENST00000466247,ENST00000478026,ENST00000483350,ENST00000488807,ENST00000491874,ENST00000493652","ENSG00000004534","RNA","RNAseq","transcriptomics"
"ENSG00000004660.14_RNAseq","ENST00000158166,ENST00000381769","CAMKK1","CAMKK1 [ENST00000158166],CAMKK1 [ENST00000381769]","CAMKK1","ENST00000158166,ENST00000381769","ENSG00000004660","RNA","RNAseq","transcriptomics"
"ENSG00000004700.15_RNAseq","ENST00000421138,ENST00000444129","RECQL","RECQL [ENST00000421138],RECQL [ENST00000444129]","RECQL","ENST00000421138,ENST00000444129","ENSG00000004700","RNA","RNAseq","transcriptomics"
"ENSG00000004766.15_RNAseq","ENST00000305866","VPS50","VPS50 [ENST00000305866]","VPS50","ENST00000305866","ENSG00000004766","RNA","RNAseq","transcriptomics"
"ENSG00000004777.18_RNAseq","ENST00000314737","ARHGAP33","ARHGAP33 [ENST00000314737]","ARHGAP33","ENST00000314737","ENSG00000004777","RNA","RNAseq","transcriptomics"
"ENSG00000004779.9_RNAseq","ENST00000007516,ENST00000570319","NDUFAB1","NDUFAB1 [ENST00000007516],NDUFAB1 [ENST00000570319]","NDUFAB1","ENST00000007516,ENST00000570319","ENSG00000004779","RNA","RNAseq","transcriptomics"
"ENSG00000004799.7_RNAseq","ENST00000005178","PDK4","PDK4 [ENST00000005178]","PDK4","ENST00000005178","ENSG00000004799","RNA","RNAseq","transcriptomics"
"ENSG00000004809.13_RNAseq","ENST00000368919","SLC22A16","SLC22A16 [ENST00000368919]","SLC22A16","ENST00000368919","ENSG00000004809","RNA","RNAseq","transcriptomics"
"ENSG00000004838.13_RNAseq","ENST00000231749","ZMYND10","ZMYND10 [ENST00000231749]","ZMYND10","ENST00000231749","ENSG00000004838","RNA","RNAseq","transcriptomics"
"ENSG00000004864.13_RNAseq","ENST00000416240","SLC25A13","SLC25A13 [ENST00000416240]","SLC25A13","ENST00000416240","ENSG00000004864","RNA","RNAseq","transcriptomics"
"ENSG00000004866.20_RNAseq","ENST00000265437,ENST00000323984,ENST00000393443,ENST00000393444,ENST00000393446,ENST00000393447,ENST00000393449,ENST00000393451,ENST00000417919,ENST00000420755,ENST00000422922,ENST00000432298,ENST00000434836,ENST00000438863,ENST00000443979,ENST00000446490,ENST00000449366,ENST00000462544,ENST00000464020,ENST00000465133,ENST00000465641,ENST00000467538,ENST00000477742,ENST00000485394,ENST00000487459,ENST00000489293,ENST00000490039,ENST00000543837","ST7","ST7 [ENST00000265437],ST7 [ENST00000323984],ST7 [ENST00000393443],ST7 [ENST00000393444],ST7 [ENST00000393446],ST7 [ENST00000393447],ST7 [ENST00000393449],ST7 [ENST00000393451],ST7 [ENST00000417919],ST7 [ENST00000420755],ST7 [ENST00000422922],ST7 [ENST00000432298],ST7 [ENST00000434836],ST7 [ENST00000438863],ST7 [ENST00000443979],ST7 [ENST00000446490],ST7 [ENST00000449366],ST7 [ENST00000462544],ST7 [ENST00000464020],ST7 [ENST00000465133],ST7 [ENST00000465641],ST7 [ENST00000467538],ST7 [ENST00000477742],ST7 [ENST00000485394],ST7 [ENST00000487459],ST7 [ENST00000489293],ST7 [ENST00000490039],ST7 [ENST00000543837]","ST7","ENST00000265437,ENST00000323984,ENST00000393443,ENST00000393444,ENST00000393446,ENST00000393447,ENST00000393449,ENST00000393451,ENST00000417919,ENST00000420755,ENST00000422922,ENST00000432298,ENST00000434836,ENST00000438863,ENST00000443979,ENST00000446490,ENST00000449366,ENST00000462544,ENST00000464020,ENST00000465133,ENST00000465641,ENST00000467538,ENST00000477742,ENST00000485394,ENST00000487459,ENST00000489293,ENST00000490039,ENST00000543837","ENSG00000004866","RNA","RNAseq","transcriptomics"
"ENSG00000004897.11_RNAseq","ENST00000531206","CDC27","CDC27 [ENST00000531206]","CDC27","ENST00000531206","ENSG00000004897","RNA","RNAseq","transcriptomics"
"ENSG00000004939.14_RNAseq","ENST00000262418","SLC4A1","SLC4A1 [ENST00000262418]","SLC4A1","ENST00000262418","ENSG00000004939","RNA","RNAseq","transcriptomics"
"ENSG00000004961.14_RNAseq","ENST00000380762","HCCS","HCCS [ENST00000380762]","HCCS","ENST00000380762","ENSG00000004961","RNA","RNAseq","transcriptomics"
"ENSG00000004975.11_RNAseq","ENST00000005340","DVL2","DVL2 [ENST00000005340]","DVL2","ENST00000005340","ENSG00000004975","RNA","RNAseq","transcriptomics"
"ENSG00000005007.12_RNAseq","ENST00000262803,ENST00000599848","UPF1","UPF1 [ENST00000262803],UPF1 [ENST00000599848]","UPF1","ENST00000262803,ENST00000599848","ENSG00000005007","RNA","RNAseq","transcriptomics"
"ENSG00000005020.12_RNAseq","ENST00000345317","SKAP2","SKAP2 [ENST00000345317]","SKAP2","ENST00000345317","ENSG00000005020","RNA","RNAseq","transcriptomics"
"ENSG00000005022.5_RNAseq","ENST00000317881","SLC25A5","SLC25A5 [ENST00000317881]","SLC25A5","ENST00000317881","ENSG00000005022","RNA","RNAseq","transcriptomics"
"ENSG00000005059.15_RNAseq","ENST00000394650","MCUB","MCUB [ENST00000394650]","MCUB","ENST00000394650","ENSG00000005059","RNA","RNAseq","transcriptomics"
"ENSG00000005075.15_RNAseq","ENST00000292614","POLR2J","POLR2J [ENST00000292614]","POLR2J","ENST00000292614","ENSG00000005075","RNA","RNAseq","transcriptomics"
"ENSG00000005100.12_RNAseq","ENST00000225296","DHX33","DHX33 [ENST00000225296]","DHX33","ENST00000225296","ENSG00000005100","RNA","RNAseq","transcriptomics"
"ENSG00000005102.12_RNAseq","ENST00000318579","MEOX1","MEOX1 [ENST00000318579]","MEOX1","ENST00000318579","ENSG00000005102","RNA","RNAseq","transcriptomics"
"ENSG00000005156.11_RNAseq","ENST00000378526","LIG3","LIG3 [ENST00000378526]","LIG3","ENST00000378526","ENSG00000005156","RNA","RNAseq","transcriptomics"
"ENSG00000005175.9_RNAseq","ENST00000005386","RPAP3","RPAP3 [ENST00000005386]","RPAP3","ENST00000005386","ENSG00000005175","RNA","RNAseq","transcriptomics"
"ENSG00000005187.11_RNAseq","ENST00000289416","ACSM3","ACSM3 [ENST00000289416]","ACSM3","ENST00000289416","ENSG00000005187","RNA","RNAseq","transcriptomics"
"ENSG00000005189.19_RNAseq","ENST00000261377","REXO5","REXO5 [ENST00000261377]","REXO5","ENST00000261377","ENSG00000005189","RNA","RNAseq","transcriptomics"
"ENSG00000005194.14_RNAseq","ENST00000394391","CIAPIN1","CIAPIN1 [ENST00000394391]","CIAPIN1","ENST00000394391","ENSG00000005194","RNA","RNAseq","transcriptomics"
"ENSG00000005206.16_RNAseq","ENST00000613503","SPPL2B","SPPL2B [ENST00000613503]","SPPL2B","ENST00000613503","ENSG00000005206","RNA","RNAseq","transcriptomics"
"ENSG00000005238.19_RNAseq","ENST00000322813,ENST00000378557,ENST00000378561,ENST00000378566,ENST00000488109,ENST00000603301,ENST00000605104,ENST00000605244,ENST00000605392","ATOSB","ATOSB [ENST00000322813],ATOSB [ENST00000378557],ATOSB [ENST00000378561],ATOSB [ENST00000378566],ATOSB [ENST00000488109],ATOSB [ENST00000603301],ATOSB [ENST00000605104],ATOSB [ENST00000605244],ATOSB [ENST00000605392]","ATOSB","ENST00000322813,ENST00000378557,ENST00000378561,ENST00000378566,ENST00000488109,ENST00000603301,ENST00000605104,ENST00000605244,ENST00000605392","ENSG00000005238","RNA","RNAseq","transcriptomics"
"ENSG00000005243.9_RNAseq","ENST00000621465","COPZ2","COPZ2 [ENST00000621465]","COPZ2","ENST00000621465","ENSG00000005243","RNA","RNAseq","transcriptomics"
"ENSG00000005249.12_RNAseq","ENST00000265717","PRKAR2B","PRKAR2B [ENST00000265717]","PRKAR2B","ENST00000265717","ENSG00000005249","RNA","RNAseq","transcriptomics"
"ENSG00000005302.17_RNAseq","ENST00000312196","MSL3","MSL3 [ENST00000312196]","MSL3","ENST00000312196","ENSG00000005302","RNA","RNAseq","transcriptomics"
"ENSG00000005339.14_RNAseq","ENST00000262367","CREBBP","CREBBP [ENST00000262367]","CREBBP","ENST00000262367","ENSG00000005339","RNA","RNAseq","transcriptomics"
"ENSG00000005379.15_RNAseq","ENST00000343736","TSPOAP1","TSPOAP1 [ENST00000343736]","TSPOAP1","ENST00000343736","ENSG00000005379","RNA","RNAseq","transcriptomics"
"ENSG00000005381.7_RNAseq","ENST00000225275","MPO","MPO [ENST00000225275]","MPO","ENST00000225275","ENSG00000005381","RNA","RNAseq","transcriptomics"
"ENSG00000005436.13_RNAseq","ENST00000321027","GCFC2","GCFC2 [ENST00000321027]","GCFC2","ENST00000321027","ENSG00000005436","RNA","RNAseq","transcriptomics"
"ENSG00000005448.16_RNAseq","ENST00000348227","WDR54","WDR54 [ENST00000348227]","WDR54","ENST00000348227","ENSG00000005448","RNA","RNAseq","transcriptomics"
"ENSG00000005469.11_RNAseq","ENST00000419147","CROT","CROT [ENST00000419147]","CROT","ENST00000419147","ENSG00000005469","RNA","RNAseq","transcriptomics"
"ENSG00000005471.16_RNAseq","ENST00000265723","ABCB4","ABCB4 [ENST00000265723]","ABCB4","ENST00000265723","ENSG00000005471","RNA","RNAseq","transcriptomics"
"ENSG00000005483.20_RNAseq","ENST00000257745,ENST00000311117","KMT2E","KMT2E [ENST00000257745],KMT2E [ENST00000311117]","KMT2E","ENST00000257745,ENST00000311117","ENSG00000005483","RNA","RNAseq","transcriptomics"
"ENSG00000005486.16_RNAseq","ENST00000006777,ENST00000318622,ENST00000428119,ENST00000454791,ENST00000466232,ENST00000467406,ENST00000468304,ENST00000468644,ENST00000476218","RHBDD2","RHBDD2 [ENST00000006777],RHBDD2 [ENST00000318622],RHBDD2 [ENST00000428119],RHBDD2 [ENST00000454791],RHBDD2 [ENST00000466232],RHBDD2 [ENST00000467406],RHBDD2 [ENST00000468304],RHBDD2 [ENST00000468644],RHBDD2 [ENST00000476218]","RHBDD2","ENST00000006777,ENST00000318622,ENST00000428119,ENST00000454791,ENST00000466232,ENST00000467406,ENST00000468304,ENST00000468644,ENST00000476218","ENSG00000005486","RNA","RNAseq","transcriptomics"
"ENSG00000005513.9_RNAseq","ENST00000293894","SOX8","SOX8 [ENST00000293894]","SOX8","ENST00000293894","ENSG00000005513","RNA","RNAseq","transcriptomics"
"ENSG00000005700.14_RNAseq","ENST00000306270","IBTK","IBTK [ENST00000306270]","IBTK","ENST00000306270","ENSG00000005700","RNA","RNAseq","transcriptomics"
"ENSG00000005801.16_RNAseq","ENST00000399602","ZNF195","ZNF195 [ENST00000399602]","ZNF195","ENST00000399602","ENSG00000005801","RNA","RNAseq","transcriptomics"
"ENSG00000005810.17_RNAseq","ENST00000544440","MYCBP2","MYCBP2 [ENST00000544440]","MYCBP2","ENST00000544440","ENSG00000005810","RNA","RNAseq","transcriptomics"
"ENSG00000005812.10_RNAseq","ENST00000355619","FBXL3","FBXL3 [ENST00000355619]","FBXL3","ENST00000355619","ENSG00000005812","RNA","RNAseq","transcriptomics"
"ENSG00000005844.17_RNAseq","ENST00000356798","ITGAL","ITGAL [ENST00000356798]","ITGAL","ENST00000356798","ENSG00000005844","RNA","RNAseq","transcriptomics"
"ENSG00000005882.11_RNAseq","ENST00000503176","PDK2","PDK2 [ENST00000503176]","PDK2","ENST00000503176","ENSG00000005882","RNA","RNAseq","transcriptomics"
"ENSG00000005884.17_RNAseq","ENST00000320031","ITGA3","ITGA3 [ENST00000320031]","ITGA3","ENST00000320031","ENSG00000005884","RNA","RNAseq","transcriptomics"
"ENSG00000005889.15_RNAseq","ENST00000379188","ZFX","ZFX [ENST00000379188]","ZFX","ENST00000379188","ENSG00000005889","RNA","RNAseq","transcriptomics"
"ENSG00000005893.15_RNAseq","ENST00000434600","LAMP2","LAMP2 [ENST00000434600]","LAMP2","ENST00000434600","ENSG00000005893","RNA","RNAseq","transcriptomics"
"ENSG00000005961.17_RNAseq","ENST00000262407","ITGA2B","ITGA2B [ENST00000262407]","ITGA2B","ENST00000262407","ENSG00000005961","RNA","RNAseq","transcriptomics"
"ENSG00000006007.11_RNAseq","ENST00000353258","GDE1","GDE1 [ENST00000353258]","GDE1","ENST00000353258","ENSG00000006007","RNA","RNAseq","transcriptomics"
"ENSG00000006015.17_RNAseq","ENST00000358607","REX1BD","REX1BD [ENST00000358607]","REX1BD","ENST00000358607","ENSG00000006015","RNA","RNAseq","transcriptomics"
"ENSG00000006025.11_RNAseq","ENST00000007414","OSBPL7","OSBPL7 [ENST00000007414]","OSBPL7","ENST00000007414","ENSG00000006025","RNA","RNAseq","transcriptomics"
"ENSG00000006062.14_RNAseq","ENST00000376926","MAP3K14","MAP3K14 [ENST00000376926]","MAP3K14","ENST00000376926","ENSG00000006062","RNA","RNAseq","transcriptomics"
"ENSG00000006125.17_RNAseq","ENST00000610402","AP2B1","AP2B1 [ENST00000610402]","AP2B1","ENST00000610402","ENSG00000006125","RNA","RNAseq","transcriptomics"
"ENSG00000006194.9_RNAseq","ENST00000219069","ZNF263","ZNF263 [ENST00000219069]","ZNF263","ENST00000219069","ENSG00000006194","RNA","RNAseq","transcriptomics"
"ENSG00000006282.20_RNAseq","ENST00000006658","SPATA20","SPATA20 [ENST00000006658]","SPATA20","ENST00000006658","ENSG00000006282","RNA","RNAseq","transcriptomics"
"ENSG00000006327.13_RNAseq","ENST00000326577","TNFRSF12A","TNFRSF12A [ENST00000326577]","TNFRSF12A","ENST00000326577","ENSG00000006327","RNA","RNAseq","transcriptomics"
"ENSG00000006432.15_RNAseq","ENST00000555993","MAP3K9","MAP3K9 [ENST00000555993]","MAP3K9","ENST00000555993","ENSG00000006432","RNA","RNAseq","transcriptomics"
"ENSG00000006451.7_RNAseq","ENST00000005257","RALA","RALA [ENST00000005257]","RALA","ENST00000005257","ENSG00000006451","RNA","RNAseq","transcriptomics"
"ENSG00000006459.10_RNAseq","ENST00000397560","KDM7A","KDM7A [ENST00000397560]","KDM7A","ENST00000397560","ENSG00000006459","RNA","RNAseq","transcriptomics"
"ENSG00000006530.15_RNAseq","ENST00000649286","AGK","AGK [ENST00000649286]","AGK","ENST00000649286","ENSG00000006530","RNA","RNAseq","transcriptomics"
"ENSG00000006534.15_RNAseq","ENST00000342456","ALDH3B1","ALDH3B1 [ENST00000342456]","ALDH3B1","ENST00000342456","ENSG00000006534","RNA","RNAseq","transcriptomics"
"ENSG00000006555.10_RNAseq","ENST00000371276","TTC22","TTC22 [ENST00000371276]","TTC22","ENST00000371276","ENSG00000006555","RNA","RNAseq","transcriptomics"
"ENSG00000006576.16_RNAseq","ENST00000248550,ENST00000275575,ENST00000307305,ENST00000415251,ENST00000416283,ENST00000422959,ENST00000424760,ENST00000450574,ENST00000454592,ENST00000468351,ENST00000470215,ENST00000479515","PHTF2","PHTF2 [ENST00000248550],PHTF2 [ENST00000275575],PHTF2 [ENST00000307305],PHTF2 [ENST00000415251],PHTF2 [ENST00000416283],PHTF2 [ENST00000422959],PHTF2 [ENST00000424760],PHTF2 [ENST00000450574],PHTF2 [ENST00000454592],PHTF2 [ENST00000468351],PHTF2 [ENST00000470215],PHTF2 [ENST00000479515]","PHTF2","ENST00000248550,ENST00000275575,ENST00000307305,ENST00000415251,ENST00000416283,ENST00000422959,ENST00000424760,ENST00000450574,ENST00000454592,ENST00000468351,ENST00000470215,ENST00000479515","ENSG00000006576","RNA","RNAseq","transcriptomics"
"ENSG00000006607.13_RNAseq","ENST00000264042","FARP2","FARP2 [ENST00000264042]","FARP2","ENST00000264042","ENSG00000006607","RNA","RNAseq","transcriptomics"
"ENSG00000006625.17_RNAseq","ENST00000275428","GGCT","GGCT [ENST00000275428]","GGCT","ENST00000275428","ENSG00000006625","RNA","RNAseq","transcriptomics"
"ENSG00000006634.7_RNAseq","ENST00000265728","DBF4","DBF4 [ENST00000265728]","DBF4","ENST00000265728","ENSG00000006634","RNA","RNAseq","transcriptomics"
"ENSG00000006638.11_RNAseq","ENST00000411851","TBXA2R","TBXA2R [ENST00000411851]","TBXA2R","ENST00000411851","ENSG00000006638","RNA","RNAseq","transcriptomics"
"ENSG00000006652.13_RNAseq","ENST00000403825","IFRD1","IFRD1 [ENST00000403825]","IFRD1","ENST00000403825","ENSG00000006652","RNA","RNAseq","transcriptomics"
"ENSG00000006695.10_RNAseq","ENST00000261643","COX10","COX10 [ENST00000261643]","COX10","ENST00000261643","ENSG00000006695","RNA","RNAseq","transcriptomics"
"ENSG00000006712.14_RNAseq","ENST00000221265","PAF1","PAF1 [ENST00000221265]","PAF1","ENST00000221265","ENSG00000006712","RNA","RNAseq","transcriptomics"
"ENSG00000006715.15_RNAseq","ENST00000310301","VPS41","VPS41 [ENST00000310301]","VPS41","ENST00000310301","ENSG00000006715","RNA","RNAseq","transcriptomics"
"ENSG00000006744.18_RNAseq","ENST00000338034","ELAC2","ELAC2 [ENST00000338034]","ELAC2","ENST00000338034","ENSG00000006744","RNA","RNAseq","transcriptomics"
"ENSG00000006756.15_RNAseq","ENST00000381154","ARSD","ARSD [ENST00000381154]","ARSD","ENST00000381154","ENSG00000006756","RNA","RNAseq","transcriptomics"
"ENSG00000006757.11_RNAseq","ENST00000381042","PNPLA4","PNPLA4 [ENST00000381042]","PNPLA4","ENST00000381042","ENSG00000006757","RNA","RNAseq","transcriptomics"
